UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
1614,47960,Everywhere,15-03-2020,Come on it s time to sack your Chief Health Officer Inciting panic buying by telling people to stock up on 3 weeks of food is just disgraceful,Negative
1615,47961,,15-03-2020,"?Big Thread? 
As we all stock up on groceries, the COVID-19 pandemic reminds us that our food supply is not infinite and emergencies do happen- making this a good time to reflect on food system resilience",Positive
1616,47963,Nowhere. Everywhere.,15-03-2020,@lushcosmetics just announced that they are closing all their retail stores across North America. They are the first retail store to respond so responsibly. I will be a loyal customer moving forward. #coronavirus #COVID19 #coronapocolypse,Positive
1617,47967,,15-03-2020,@dickssportingss really nice NOT to honor your little league coupon online so customers dont have to go to the stores during this covid-19 crisis.  Deplorable.  Guess Ill be shopping elsewhere where the company cares about the health and well being of,Positive
1618,47968,,15-03-2020,Heres a thought: all these supermarkets with online delivery/pickup options should expand their delivery/pickup services &amp; limit in store shopping hours @WholeFoods @StopandShop @AldiUSA @ShopRiteStores @Walmart @Target #COVID?19 #coronavirus,Positive
1619,47969,"Verona, Veneto",15-03-2020,"@SamParkerSenate Please, someone explain me why in USA they stockpile toilet paper. In Italy, starting COVID-19,people went panic-shopping ?PASTA, because it's food. You can live with food. So. Why so much toilet paper? Can't people clean their asses with",Positive
1620,47970,"Lake Wildwood, CA",15-03-2020,Get protected face masks on stock  regular prices,Positive
1621,47973,Washington State. not DC ?,15-03-2020,My plan to combat shopping grocery shortages &amp; #coronavirus. Close all store and allow only online shopping. Move people who still need / want to work to fulfillment centers.Wave delivery and shipping fees. Companies like Hellofresh and HomeChef  have sales so people can eat.,Positive
1622,47976,Rotterdam,15-03-2020,"#COVID?19  #coronavirus Its obvious, around the whole world! We need and ? for scientists, doctors, nurses, police, fire departments, food providers etc. Capitalist institutions and multinationals, stock-markets, etc, are not worth a penny!",Negative
1623,47977,Val Of Ashes 2 Highest Of Hgts,15-03-2020,Please Stop stock piling Be the person that takes only what you need for a couple of weeks If you re selling food on Ebay Karma will not be kind to you,Negative
1624,47978,,15-03-2020,Starting today the Bisci vineyard retail store in Matelica Marche will be closed until further notice during this heath emergency Contact info@bisci it,Negative
1625,47982,"Saint Paul, MN (US)",15-03-2020,Confirming goods out going out of stock from food store I do not want to know what someone is doing with all that mayonnaise,Negative
1626,47984,"Nairobi, Kenya",15-03-2020,"#COVID 19 VIRUS. 
Shutting schools as the number of confirmed cases rose to three.
Today is a sad day for Kenyans, specifically for Kenyans who leave on less than 300/= a day. Who can't stay away from work or stock up food.What has the government put in place for these  Kenyans",Negative
1627,47988,"Islamabad, Pakistan",15-03-2020,COVID 19 in   people only worry abt health bcs   state took care fr everything job food etc COVID 19 in   people are more worry about job food etc Panic buying on This is institutional strength of   gov,Negative
1628,47989,"Edmonton, AB",15-03-2020,Here s my list of activities that are low risk of contracting Covid 19 go 4 a walk around the block pet ur cat   watch yoga ft online shopping listen to spring cleaning call ur friends   pet ur cat again,Negative
1629,47990,The Orange County World,15-03-2020,"#WhatsYourPlanJoe 10 million people will be left uninsured in Biden's Healthcare plan. He already voted No to Wellstones Amendment to keep the life-saving drugs at reasonable prices. 
#Covid_19 #Bernie2020 #Debatenight https://t.co/hqK7NDYJ6e",Negative
1630,47992,Muddle England. ,15-03-2020,"Listening to Prof Andrew Cunningham ZSL on #TheFoodProgramme on #Radio4, talking about the food markets in Wuhan where Covid-19 originated; enlightening and utterly disgusting. All due to demand for exotic foods from sources which would never normally meet.",Negative
1631,47994,"New York, NY",15-03-2020,@tracybeanz Feels like were willing to destroy the success engine of the nation (consumer-based economy) in direct contradiction to how weve handled similar national emergencies.  Were combating the virus by killing the patient (America). #insane #c,Negative
1632,47997,"Rockville, MD, United States",15-03-2020,"?Before we talk about food - COVID-19
?We have to ""flatten the curve"" and everyone has to do their part. Follow your local government recommendations?
?This too shall pass. Don't panic, don't spread (mis)information https://t.co/CmvoV9WER6",Negative
1633,47998,,15-03-2020,"In times like #coronavirus people at #covid19deutschland &amp; other countries 've mixed emotions towards the situation. They're hoarding infos &amp; food. But can it be also the time to think about our used words? Because the #goodvibesalphabet is the right ammount of food, to stock up! https://t.co/3vamms1E3e",Positive
1634,48000,"Vancouver, BC",15-03-2020,"Lets ask grocery stores and pharmacies to open early or limit the first hour so that those who are the most vulnerable (seniors, health issues) can get first crack at a re-stocked and sanitized store. #COVID19 #coronavirus #OpenFirst4MostVulnerable",Negative
1635,48006,,15-03-2020,"Some people cant work because of this pandemic, so they cant pay their bills and are facing eviction ?

HELP them by SIGNING this petition to PAUSE debt collections  #COVID-19

https://t.co/OaA4yQ0yl8",Negative
1636,48008,"Massachusetts, USA",15-03-2020,"Reportedly, BIMBO Bakeries still wants people exposed to Covid- 19 to come in to work. On making food. Seems like I was right to stock up on  @kingarthurflour and  yeast. https://t.co/oZv4qYm43I",Positive
1637,48010,Virginia,15-03-2020,Social distancing and remote learning demands due to #COVID2019 expose the glaring need for consumer-grade #AR technologies that can be used for #immersive #distancelearning.,Negative
1638,48011,London,15-03-2020,"How everybody on earth feels right now after buying 3yrs worth of loo roll 

#london #shoreditch #deadbroke #graffiti  #stoppanicbuying #coronavirus https://t.co/kjcTHVusIk",Positive
1639,48013,"Cardiff, Wales",15-03-2020,Once the supermarket panic subsides we will realise that we are all in this together It doesn t matter what we call it community cooperation solidarity socialism this has to be a game changer 19,Negative
1640,48014,"Toronto, Ontario, Canada",15-03-2020,"A friendly reminder about some updates here at GLB relating to COVID-19 (Sunday/Monday)

Sunday March 15
 The Wavy Wall Craft Kitchen will be closed
 Retail store &amp; taproom will remain open

Monday March 16
 The retail store and taproom will be closed 

https://t.co/Y5ISifbJoJ https://t.co/EAbTvqocjd",Positive
1641,48015,"Renfrew, Scotland",15-03-2020,Just been to B&amp;Q in Renfrew. There's a jar of pasta twists sitting in one of the kitchen displays if anyone is desperate #coronavirus #StopPanicBuying,Negative
1642,48016,,15-03-2020,When your local grocery store turns into an MMA ring but you remember Grill Your Ass Off has 6 mouth-watering flavors of Beef Jerky that can be delivered straight to your door. ? https://t.co/ivdl5C0obU ? #covid_19 https://t.co/ItYLD34l1h,Negative
1643,48020,"44 Frid St., Hamilton, Ontario, Canada",15-03-2020,"The Ontario government is urging residents to practise ""normal grocery buying habits"" as store shelves have emptied of supplies amid panicked buying spurred by the COVID-19 pandemic.
https://t.co/K3Ninn5Zr9",Negative
1644,48022,,15-03-2020,"Hey guys! Schools closing after Tuesday for 3 weeks due to Covid-19 in my area so I figured I'd open a commission batch!!

Introoooducing~

OVER THE SHOULDER COMMISSIONS!!!! 

5 Slots are open!!

I charge $1/hour :&gt;

LOTS MORE INFO IN THREAD!!!
Do consider retweeting :D https://t.co/c26ogaqRvw",Positive
1645,48026,"Minneapolis, MN",15-03-2020,As the push for food continues to grow during the COVID 19 outbreak those who need it most may have a hard time getting it,Negative
1646,48028,"Soon, Republic of Australia",15-03-2020,"Gov advice to stock up on a few days food is a precursor/fair warning to full shutdown, expect it from end of Vic school term - 27 March - at latest. Aussies dont stock food like other countries/were not preppers #auspol #coronavirus",Positive
1647,48029,"Minneapolis, MN",15-03-2020,".@Target @Walmart @cubfoods @AldiUSA @HyVee 
Plan ahead: expect you're considering switching all shopping to curbside pickup in #Coronavirus hotspots (even Shipt) whether ordered online, or assist people with creating orders curbside. Distrib ctrs too? Prevent BECOMING hotspots!",Positive
1648,48030,,15-03-2020,"Coronavirus Update with Paul Cottrell  Food Shortages- Supply Chain  Stock Market  Preparedness (Video)  #Agenda21 #Agenda2030 #NWO

https://t.co/vodMmdah6t

#BreakingNews #Coronavirus #CoronavirusOutbreak #COVID19 #COVID?19 #COVID_19 #COVID2019 #Collapse",Negative
1649,48031,,15-03-2020,"Coronavirus panic buying spikes after rumor of a Hawaii shipment shutdown goes viral via @staradvertiser https://t.co/Ej4IHkcTdd The message was false. But versions of it spread faster than COVID-19 and prompted some residents to engage in even more panic buying of food, 1/2",Negative
1650,48034,"Johannesburg, South Africa",15-03-2020,@drizzleanddip Only panic buying I did was to make I have enough cat food for my master. Id rather get covid-19 than displease my master.,Negative
1651,48035,,15-03-2020,? my 6-year-old coughed from allergies a couple times in the grocery store and we like almost got killed in the pickle and olive isle because everyone thought she had #coronavirus from one or two coughs. https://t.co/V1sx24PK9a,Negative
1652,48036,"California, USA",15-03-2020,"Most Americans during a pandemic:

Stock up on toilet paper and canned food

Me: so glad Im sitting on 1200 Cowboy Butts Drive Me Nuts bumper stickers and license plate frames

#coronavirus #covid19 #deepthoughts",Positive
1653,48039,,15-03-2020,"@QuintonLucasKC Are there any discussions happening about how to get food &amp; supplies to older, more at-risk residents who cant do online shopping and dont have kids nearby? Im wondering how to organize something in my neighborhood but cant pay",Negative
1654,48040,,15-03-2020,Night one of social distancing: Successfully spent over $200 shopping online ? #COVID19Aus #SocialDistancing #coronavirus https://t.co/Zzon5cs9BB,Positive
1655,48041,"Groton, CT",15-03-2020,"Bless the employees at every store,our medical professionals,Police officers, EMTs,Firemen,Teachers,Retail,Military service members and everybody else out there each day during this chaos working to help others. You are appreciated! #coronavirus",Positive
1656,48042,,15-03-2020,Is online shopping safe...shouls you disinfect things you've ordered? #coronavirus,Positive
1657,48044,,15-03-2020,The government should do something to flatten the curve of the consumer demand of the staple food and supplies. I bet that there will be at least one case caused by shopping at Costco  in California. #coronavirus  #panicshopping,Negative
1658,48051,"Valle del Cauca, Colombia",15-03-2020,ATTN BEER TWITTER AND TWITTERERS OF BEER If you re going to stock up on beer for your buy from your local shop or liquor store Whole Food amp Amazon do not need you money The small business owners in your neighborhood do 19,Positive
1659,48052,"Washington, DC",15-03-2020,".@kroger is the largest supermarket chain in the US.

It has 453K employees and many receive no sick leave.

Even after 2 employees tested positive for COVID-19, @kroger still won't provide paid sick leave to everyone

https://t.co/19uNybttHl",Negative
1660,48058,North Sherman Oaks,15-03-2020,"from being infected with COVID-19 and let them attend to elderly people. -we cant Panic for food 
There wont be shortages. Know Elderly folks with health issues are vulnerable.
As healthy person lets support local workers and economy-shop and eat local!
Thank you :) 2/2",Positive
1661,48060,"Kentucky, USA",15-03-2020,"""Donald Trump reportedly tried to poach German scientists working on a cure for the coronavirus so he could secure exclusive rights to a potential vaccine for the US only."" #Coronavirus 

To trump, a human life exists solely as a consumer or his pawn.

https://t.co/hdgF5e6OFt",Positive
1662,48061,"??? Tokyo, Japan",15-03-2020,"Having watched the world's circumstances by the coronavirus/covid-19 on Japanese TV broadcasting. US, EU, Iran, Malaysia, and Australia have had a panic by the infodemic about the virus and the short supply of the necessities and food.",Negative
1663,48066,"Michigan, USA",15-03-2020,"I find it fascinating the things people choose to hoard at the grocery store.  There was a Frito-Lay driver in front of me in line who stated he keeps running out of product. I have no problem buying beans, canned tuna, salmon, frozen fruit. #coronavirus",Negative
1664,48067,"London, England",15-03-2020,"#CoronaVirusUpdates 
I'll be chairing a Q&amp;A session on #CoronaVirus at 1830. We'll have a panel of experts to answer your questions about health, consumer and employment rights during this time. Please reply to this tweet with your questions or to @skynews or use #AskSkyNews",Positive
1665,48071,Colorado,15-03-2020,"Dont worry, you can still do your shopping - LUE Outdoors has your back! We be online. ??



#coronamemes #coronavirus #meme #tp #joke #onlineshop #onlineshopping #shopping #shopsmallbusiness #outdoor #outdoors https://t.co/OcvIgS2edY",Negative
1666,48073,Sacramento,15-03-2020,Natomas markets like Bel Air on Arena Blvd low on supplies amp groceries as area residents stock up amid concerns about COVID 19 Alisha reports Food Co on Northgate Blvd temp stopped letting people in the store today Photos of Bel Air on Arena Boulevard by Jenn Snell,Negative
1667,48081,,15-03-2020,#ReduceFoodWaste #FoodWaste will happen because those canned food items people hoarded and wont eat will expire. Most Americans probably already had tons of food in their pantry. They didnt need to stock up with 2 years of canned goods. #COVID?19 #coronavirus https://t.co/nQVHTUmvrw,Positive
1668,48082,,15-03-2020,@Tesco @AsdaServiceTeam @sainsburys @morrisons I keep hearing that people have booked up all the future delivery slots online. Can you let us know what you will do to ensure that people who have no one else to do their shopping can have supplies delivered,Positive
1669,48085,West Virginia,15-03-2020,"You know what would be nice?

Paid sick leave for the people who stock our grocery stores and make our food.

You know what we're not getting?

That.

#coronavirus 
#COVID?19 
#COVID19 
#COVID",Negative
1670,48086,"San Diego, CA",15-03-2020,"Noticing lots of unhealthy foods - meat, dairy, and processed junk - wiped out by #coronavirus hoarding histeria, but the tastiest and healthiest (whole food plant-based) foods are in stock! Yet another reason - in addition to optimizing ones health - to be #PlantBased ???",Positive
1671,48087,"Milwaukee, WI",15-03-2020,"The #coronavirus impact continues as people rush to stores: @PicknSaveStores parent @Kroger, @WalMart cut store hours amid COVID-19 spread #retail #CoronaVirusUpdates  https://t.co/N1vtEaWqFH",Negative
1672,48090,twiceitzymina's upper mole,15-03-2020,"gdi i need keep in mind that food at home is for covid-19 food stock

not for midnight snacks :)))))))))))))))))))))))))))))))

i need to hit the gym again gdi, it's been like 3 months already yeezus christ

day by day
i am
getting
fatter and fatter
and fatter",Positive
1673,48091,,15-03-2020,People stock buying due to in 2020 but my asian parents been stock buying since I can even remeber South asians are always prepared when it comes to food,Positive
1674,48092,,15-03-2020,It s time to get serious about COVID 19 Have enough food and supplies for 14 30 days but not more than that Don t stock up and leave store shelves bare Others need things too You are not alone Check in with your neighbors especially the elderly 1,Positive
1675,48093,Canada,15-03-2020,If you go on a local TV news program amp say you spent 3000 at the grocery store last night because of 19 concerns you have more problems than any 14 day self isolation will ever help,Negative
1676,48095,"San Francisco, CA",15-03-2020,"Women during coronavirus: lets stock up on food and activities for the kids.
Men: I should get a gun

#coronavirus",Negative
1677,48096,"Pakhtunkhwa, Pakistan??",15-03-2020,"Somebody plz tell me, is it safe to shop online amid #coronavirus? 
?",Positive
1678,48099,"Manhattan, NY",15-03-2020,"@NotOneMoreBlock @NYCMayorsOffice @NYGovCuomo @adequatehousing @nycdh @HealthNYGov @monicamoralestv @PIX11News Stay safe R  seems like were heading for an entire city #shutdownNYC, stock up on food, meds etc. This is so surreal I cant even fathom, b",Positive
1679,48100,"Calgary, AB, Canada",15-03-2020,"Everyone needs to calm down, turn off the news (ie fearmongers), and listen to what the actual doctors (not politicians) are saying. Wash your hands, dont touch people, and stay home if ill. Put the tp back on the grocery store shelf and go on with life. #COVID2019 #panicbuyers",Negative
1680,48102,"Colorado, USA",15-03-2020,"@jhall @karaswisher This beach crowding, concerts, influx at internat'l airports is going to make COVID-19 explode. We have to act like  every person we see is a carrier. Stay home, wear gloves, bleach surfaces, ask for non-contact home delivery of food i",Positive
1681,48105,United States,15-03-2020,My COVID-19 coping mechanism so far has been to fill up all my online shopping carts and then abandon them because what if my work closes and I dont have an income,Negative
1682,48106,Islamic Republic of Iran,15-03-2020,"Iran is not facing shortage of products, goods, or food, rather, similar to some and opposite to many, #Iran is facing a shortage of medicine and equip. to fight #coronavirus due to #USsanctions.
All countries must put political grievances aside &amp; demand an end to these sanctions",Negative
1683,48107,"Minnetrista, MN",15-03-2020,"Thanks for coming by our food shelf today RT @WCCO: As the push for food continues to grow during the COVID-19 outbreak, those who need it most may have a hard time getting it. | https://t.co/Zjvd2hmQ6c https://t.co/fDZYV3PN0p",Positive
1684,48108," Black Country, West midlands",15-03-2020,"Supplies. Notice I didn't take the piss ?
#COVID?19 #coronavirus #stopstockpiling #StopPanicBuying https://t.co/YNrZFffFxZ",Negative
1685,48110,Durham NC,15-03-2020,"What did you do to prepare for Covid-19? Did you stock pile food, cleaning supplies? If you are in one of the hot spots, whats it like in your area? Schools closed? If so, how long? Is testing available? #COVID?19 #StayHome #covid #CoronaVirusUpdates",Positive
1686,48111,"London, England",15-03-2020,"Just a thought.. wouldnt it be beautiful if all the supermarkets temporarily shut their stores for 1 hour every morning and only let the elderly &amp; those with disabilities in, to actually BE able to shop for what they need #coronavirus..

@Tesco @asda @sainsburys @LidlGB @AldiUK",Positive
1687,48113,Base of Pikes Peak,15-03-2020,"Staying home due to the #coronavirus? Here's what to stock in your fridge and pantry. To stay healthy, it's important to stock up on foods that pack a nutritional punch. Here's what to add to your shopping list. - https://t.co/yKjq4F0xEt #food #groceries #health #immunity",Positive
1688,48115,DMV,15-03-2020,"@BreeNewsome I guess I answered my own question. We should stock up on food &amp; supplies and then self-quarantine (for as long as possible), even if self-quarantining doesn't become mandatory. @BreeNewsome please tell me your thoughts. #COVID?19 #corona",Positive
1689,48116,"RTP, NC USA & Indore, India",15-03-2020,"COVID-19 will have a long term impact on travel industry. Stay away from airline and hotel stocks for now. The demand for oil may also be impacted, so avoid energy sector also. As people stay home, online shopping will get a boost. Retail and tech sectors should see a boost.",Positive
1690,48117,,15-03-2020,"Tip: When you come to a grocery, drug, and retail store and find that store is bare, immediately go to the local store management team to complain. The issues with distribution has been going on far longer than beginning of the #COVID-19 pandemic.",Negative
1691,48118,"Arkansas, USA",15-03-2020,"So were shutting down schools and bars all over the country, which is great and will help stop the spread of #coronavirus but WHAT ABOUT RETAIL STORES?!? We usually have a Sunday church rush at my store and if we stay open through this we will all get sick ?",Negative
1692,48120,"Seattle, WA",15-03-2020,"Seattle Costco #COVID-19 style. Probably stocking up for #Nephmadness

Amid coronavirus panic, customers pack stores for household essentials and food https://t.co/OckMmRikQl",Negative
1693,48121,"Washington, DC",15-03-2020,"Confirming goods out/going out of stock from food store

Havent seen that many empty shelves of cup of soup since college cram week

#COVID19 #Coronavirus https://t.co/rvOUw0Vwfq",Negative
1694,48123,"Washington, DC",15-03-2020,"Confirming goods out/going out of stock from food store

Someone loves their frozen french fries; making a meal with all the missing hamburger beef packages? 

#COVID19 #Coronavirus https://t.co/KuiDdsKti9",Positive
1695,48124,"Washington, DC",15-03-2020,"Confirming goods out/going out of stock from food store

band-aid &amp; band-aid like products going out of stock; appears someone is anticipating a lot of cuts to be made

#COVID19 #Coronavirus https://t.co/dqa3mwcrGz",Positive
1696,48127,"Washington, DC",15-03-2020,"Confirming goods out/going out of stock from food store

The toilet paper madness is Real

#COVID19 #Coronavirus https://t.co/gIAVkCM7Te",Negative
1697,48129,"Los Angeles, CA",15-03-2020,"One of these is not like the other:
- Taco Bell CEO: Well pay all of our employees no matter what.
- Delta CEO: I am forgoing my entire salary for 6 months to avoid layoffs.
- Whole Foods CEO: Employees who are not sick should donate their vacation time to sick employees.",Negative
1698,48134,"Sacramento, CA",15-03-2020,"Retail Stores cutting hours or closing because of #coronavirus: @Walmart @Apple @Nike @Publix @Kroger, more https://t.co/nLzlfi5hQ4",Negative
1699,48135,"Oakville, Ontario",15-03-2020,one wonders - are our grocery store shelves empty because of #coronavirus zombies stripping them or because the #Indigenous rail blockages?,Negative
1700,48136,Bostin Wolverhampton,15-03-2020,"@JenniferBMorri2 @jane_troake @Mrs_J_Bananas @AllNightShow @SoxandD @TheVicarageCat @RothesayTownCat @BelvidereCats @JLHerms @aka_layla Here's Olly's stash.
What I haven't got, I'll do without,
but I always make sure Olly always has plenty of food in ",Positive
1701,48137,,15-03-2020,"Worldwide COVID-19 LOCKDOWN may occur, please stock up on Food, Water &amp; First Aid, get some antivirals plus vitamins C &amp; D.
https://t.co/IVuSnnAshj
richmond whistler surrey langley burnaby dentist accountant realtor blackpink bts exo fx redvelvet twice covid19 prepper firefighter https://t.co/d5R7vPTmJg",Positive
1702,48140,"Herne Bay, England",15-03-2020,Will @Tesco be using bags for their online shopping again so we dont have to chase a tin of beans that rolls down the garden path when they have to leave the delivery outside the front door? ? #coronavirus #COVID?19,Negative
1703,48142,"Swords, Co Dublin, Ireland.",15-03-2020,"With the pubs closed, I guess the gatherings are moving to home parties. I spotted a bunch of lads loading up the car with cases of beer at the supermarket. 
#COVID?19 #Coronavirusireland #coronavirus #coronavirusuk #Covid_19 #COVID19",Positive
1704,48143,"Waldo, WI",15-03-2020,"Human being pro tip #1: If you cuss out a retail worker because the store is out of toilet paper, but then say ""I know it's not your fault,"" you're still an asshole. #coronapocolypse #coronavirus #panicshopping",Positive
1705,48145,"Washington, DC",15-03-2020,"@melissagira Which is why we hope you'll sign our petition ending the dreaded sham, and supporting working people: https://t.co/oZCNsHYq64",Positive
1706,48151,,15-03-2020,@ElzMo3008 I love a sunday of work . Nice chilled out and lazy day. NOT TODAY THO . I now feel i HAVE to go and stock up because of these selfish bastards. So food shop it is . #panicshopping #coronavirus https://t.co/UhYD4DxIGp,Negative
1707,48152,"Northern Rockies, USA",15-03-2020,Walmart &amp; Sam's are showing low stock here in the Northern Rockies. Some bottled water is available. Not much if any TP. Yeast is gone. Eggs are scarce. The places to go are now the smaller food stores. You will pay more but you can still get supplies. #COVID?19 #coronavirus,Negative
1708,48153,"Boston, MA",15-03-2020,"This 25+ person ban by @Massgov makes it hard for any gym or retail store to stay afloat. Do you get a doorman to count heads? 

And the takeout only rule puts all bartenders and waiters in the unemployment line.

But I think it's the right move. #coronavirus #CancelEverything",Negative
1709,48156,Mind your business,15-03-2020,Coronavirus Tip: Most grocery stores have online shopping with curbside pickups. Some even offer at home delivery. Reduce contact by using these resources and help older relatives use them as well! #coronavirus,Positive
1710,48159,,15-03-2020,"if you work at a fast food/restaurant/retail store have they asked you to do extra cleaning, trained you again or recently on anything with Covid-19 related cleaning/safety?  See Pics in comments #StayTheFHome",Positive
1711,48160,,15-03-2020,"Its munchies season ...
Stock up on all junk food
Stay in
Smoke weed

All thanks to the #coronavirus",Positive
1712,48163,"Texas, USA",15-03-2020,"Food sections at Grocery Stores around the world are beginning to look like these below! Meanwhile on the other side of the store, people are forgetting to stock up on Medicine, Vitamins &amp; Antibiotics. #coronapocolypse #COVID?19 #HighRiskCovid19 #coronavirus #CoronaVirusUpdates https://t.co/OI8jLkTslW",Positive
1713,48165,"Iowa, USA",15-03-2020,"America, we will weather this COVID-19 Storm. It is serious, but not Earth Ending.  

It is ok to buy some extra food and water. Those of us who live in Earthquake, Tornado, Hurricane Corridors know this. Hmm, that's the whole country.  

We'll do fine. Don't panic. Keep our wits",Negative
1714,48167,United States,15-03-2020,"COVID-19 FACTS

Testing does not cause ot cure the virus

99.99% of population will not die if they get it

Grocery stores will not run out of food, so stock piling is nuts, food industries are at work

Supply chain from China back to 100%

Media is hyping this entire thing!",Positive
1715,48169,"Ottawa, Ontario",15-03-2020,"Covid 19 is bringing out the best and the worst. Rumors, hearsay, ignorance and intolerance driving the near panic run on hand sanitizers, toilet paper and food. More cheap money to Banks, how about helping the poorest families - direct transfers and community based businesses.",Negative
1716,48173,New York ,15-03-2020,"#Quarantine #coronavirus #Elderly #Food #toiletpaper When people are asked to Quarantine for 7-14days, they are right away homebound. Not everyone has access or know about online shopping. Many live alone and don't have help. Government, we need to help them get supplies.",Positive
1717,48174,Abenaki land,15-03-2020,This Tuesday at 11am key labor unions and community organizations will come together to demand the city of Burlington and state of VT take action to protect community from covid-19. No one should have to worry about housing/food/finances/child care bc they get sick.,Negative
1718,48180,Northern Ireland,15-03-2020,"*small voice in the wilderness

Buy what you need so others can buy what they need.
Please.
Let's remember the people who can't afford to stock up, donate if you can to your local food banks.
#coronavirus has arrived, we're all doing ok.",Positive
1719,48186,"Forest Grove, Oregon, USA",15-03-2020,"In #Mexico they have Corona AND hand sanitizer.
#coronavirus https://t.co/QidFeOjbS4",Positive
1720,48189,Deplorable Kekistani Bunker in Soviet Seattle,15-03-2020,"""...or in informal direct to consumer settings...""

 'hey sweetie, want a test kit?'  

#coronavirus  #CoronaVirusUpdates #COVID19  #COVID?19   #FakeTestKits https://t.co/HoJfQzJlWd https://t.co/vEcrxS3yIK",Positive
1721,48191,Colorado,15-03-2020,"With consumers panicking  buying toilet paper, hand sanitizer and other personal hygiene items, @CBSDenver found an underground network of scalpers &amp; gougers re-selling personal hygiene items at vastly inflated prices during the #coronavirus crisis. https://t.co/haBkidEFQH",Negative
1722,48196,"Kilfenora, Co. Clare, Ireland.",15-03-2020,Good to see people using online food shopping! #coronavirus https://t.co/3bNkfNJN1x,Positive
1723,48198,"Washington, DC",15-03-2020,This is a great idea. Grocery stores in the US should set an hour at opening for people over the age of 60 and other especially vulnerable individuals. https://t.co/2SdPn2fJm9,Positive
1724,48199,"Third Rock From Sun, Milky Way",15-03-2020,"If every retail, fast food &amp; convenience store chain that's emailed me to describe how they're providing or extending their sick leave policies would make those changes permanent, I'll call that the #COVID19 silver lining. #PaidSickDays #coronavirus",Negative
1725,48202,,15-03-2020,".@Amazon blocks account of Vancouver couple who cleaned out Costco store shelves of #Lysol cleaning products in recent weeks and sold them on Amazon at four times the retail price. #COVID?19 #coronavirus 
https://t.co/W6FSBA3IeK https://t.co/eylBOtjGwT",Negative
1726,48206,The PNW,15-03-2020,@CP_Numenor @wtp__2020 @markpoloncarz Right? Going shopping now is hit or miss. Shelves are wiped out. So when the CoVid 19 apocalypse doesn't come to pass will these panic hoarders donate all their excess to food banks? https://t.co/N65xLAWITJ,Negative
1727,48207,"Welwyn Garden City, East",15-03-2020,Supermarkets including Tesco have sent this message to customers: we are doing everything we can to ensure you and your families have the food and essentials you need. We ask everyone to shop as they normally would - there is enough for everyone. https://t.co/v655SKv80i,Positive
1728,48208,"Michigan, USA",15-03-2020,"World's Deadliest Weapon

#COVID?19 #coronavirus #covid #covid19 #covid_19 #CoronavirusPandemic #lockdown #CoronaVirusUpdate #ToiletPaperPanic #memesdaily #panicshopping #ToiletPaperPanic #toiletpaper https://t.co/sLvUJXr3GA",Negative
1729,48211,"Ithaca, NY",15-03-2020,"@Cornell_Library An online grocery shopping platform is helping locals get food during the COVID-19 outbreak.
https://t.co/E7ykocM6Tq",Positive
1730,48214,"Yorkshire, England ",15-03-2020,"***IMPORTANT MESSAGE RE: COVID-19 CORONAVIRUS. PLEASE READ***

?? I have seen a few posts online lately saying that people are slowing down their internet shopping because they may be worried about coming into https://t.co/eNm3bgkrRn",Positive
1731,48215,,15-03-2020,Government cancels all events tells people to stay at home only to go out to get food Result huge queues and lots of people in the supermarket where the chance is obviously higher to get 19 The video of the line in front of the Aldi supermarket is an old one,Positive
1732,48218,"British Columbia, Canada",15-03-2020,"Lowering interest rates can not kill #coronavirus, but it may increase food and drug prices.  It could be even worse.  Fluctuations in stock prices leave the market to decide.  People have only once life, the Fed needs to focus more on saving lives. https://t.co/1gdjdFj0Gl",Positive
1733,48219,"British Columbia, Canada",15-03-2020,"@CNBC Lowering interest rates can not kill the #coronavirus, but it may increase food and drug prices.  It could be even worse.  
Fluctuations in stock prices leave the market to decide.  People have only once life, the Fed needs to focus more on saving",Positive
1734,48221,Antarctica,15-03-2020,Plenty of medicine and food at all markets. @vons @LFAlbertsons Think positive and Shame on @NBCNews @ABC media to continue to show panic with empty shelves Covid-19 https://t.co/LkmSScwqC4,Negative
1735,48224,"Lawrenceville, Georgia, USA",15-03-2020,"Please donate to your local food bank to help them deal with increased demand due to COVID-19. Many ppl, esp service workers, will be facing reduced income due to cut in hours, reduced tips, etc., as ppl stay home.",Positive
1736,48226,"Redondo Beach, CA",15-03-2020,"Of all the credit cards I carry only my #Apple Card emailed me and offered 30 days no interest and no payment due in March to help with #coronavirus.  Nothing from #amex, or any of my #visa cards.   Before you hate on Apple, know they care about the consumer.",Positive
1737,48228,Pakistan,15-03-2020,@logicsayz @newscomauHQ @ScottMorrisonMP Thank the #Chinese community emptying the shelves of every major supermarket of basic necessities. First they did this to our housing market now they're doing the same to our food. #COVID?19 #Covid_19 #COVID19aus,Positive
1738,48229,"London, England",15-03-2020,"Hello my all  neighbor do not panic  for food. If you not have  a  food to eat  because covid 19 .out of stock in supermarkets  I will deliver you vegetarian meals for you free for every human being nearby me ha2 harrow.  No matter if you are white, black, red, yellow or brown.",Positive
1739,48230,"Melbourne, Victoria",15-03-2020,@Woolworths gives an hour between 7am to 8am for PWD/elderly to shop. It's offensive. No chance of 7am shop and it takes me 2 hours (deaf/blind). They're pretending to be good but they're not. https://t.co/LC6W38hcTh #coronavirus,Negative
